         15773023 function calls (15684623 primitive calls) in 343.881 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/tokenize.py:712(generate_tokens)
       16    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:556(concatenate)
        1    0.000    0.000    0.000    0.000 {built-in method posix.remove}
      800    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/urllib/parse.py:89(_noop)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/six-1.10.0-py3.5.egg/six.py:159(_resolve)
      518    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:340(consumers)
       43    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:423(_AddVarToSave)
       10    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/_weakrefset.py:58(__iter__)
      172    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:487(_FilterGrad)
      347    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      192    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:439(<genexpr>)
       18    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/optimizer.py:341(_assert_valid_dtypes)
      106    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:645(dtype)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1225(_set_device)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:27(__init__)
       18    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:151(__sub__)
        5    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/compat/py3k.py:38(isfileobj)
       43    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:518(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1356(_TileShape)
       52    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.fromstring}
       98    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:635(<listcomp>)
      177    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:164(_MakeBool)
       45    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:747(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/io_ops.py:236(_SaveSlicesShape)
      703    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:374(_mk_bitmap)
        5    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/compat/py3k.py:28(asbytes)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:268(_StopOps)
      107    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1338(__len__)
      130    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2853(_push_control_dependencies_controller)
       54    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:386(_simple)
       15    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:241(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1143(_BroadcastGradientArgsShape)
       24    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:139(_MakeFloat)
        5    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/tokenize.py:226(__init__)
       18    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:29(unchanged_shape)
       24    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:362(_escape)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/platform/gfile.py:260(Glob)
      200    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/clip_ops.py:125(<listcomp>)
      140    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:454(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/six-1.10.0-py3.5.egg/six.py:80(_import_module)
       74    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:200(_AsList)
      396    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:446(dims)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:280(_SoftmaxCrossEntropyWithLogitsShape)
      204    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2843(control_inputs)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/glob.py:9(glob)
       86    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2860(_current_control_dependencies)
      189    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2850(op_in_group)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:523(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/_weakrefset.py:36(__init__)
      202    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
      321    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1131(<listcomp>)
       13    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:312(_class_escape)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:142(is_integer)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/glob.py:22(iglob)
       14    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       82    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       27    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:541(_GetGrad)
      204    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2899(<listcomp>)
      192    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1360(control_inputs)
       36    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:604(EncodeField)
        6    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/random_seed.py:29(get_seed)
       96    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:553(_GetGrads)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:158(is_quantized)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:451(<listcomp>)
       92    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:641(<listcomp>)
       58    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      267    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       70    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/text_format.py:93(close)
       10    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:24(scalar_shape)
      196    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:297(_maybe_colocate_with)
        9    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:233(__mod__)
       36    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:650(op)
      888    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       70    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1341(__bool__)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:822(__exit__)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:989(_device_string)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
      140    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2492(_original_op)
       15    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:398(<listcomp>)
       54    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:189(_FirstNotNone)
       16    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:255(__lt__)
       30    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:521(<listcomp>)
       96    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2026(_is_function)
        9    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1329(<listcomp>)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:137(merge_from)
       96    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:531(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:455(_process_fetches)
       12    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:627(with_rank_at_least)
        9    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:376(<listcomp>)
       10    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        9    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:195(__floordiv__)
      136    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:390(ref)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:108(<listcomp>)
      103    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:343(_as_graph_element)
      174    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        9    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:50(__ne__)
       65    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       24    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/optimizer.py:309(get_slot)
       30    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:363(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:143(TensorShapeProtoToList)
        6    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:301(__gt__)
      105    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/copyreg.py:87(__newobj__)
       38    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:75(groups)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:154(to_string)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow.TF_NewBuffer}
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/_weakrefset.py:81(add)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/_weakrefset.py:26(__exit__)
       17    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:595(assert_has_rank)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:120(close)
      118    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:335(value_index)
       70    0.000    0.000    0.000    0.000 {method 'close' of '_io.StringIO' objects}
       24    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/optimizer.py:434(_slot_dict)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/_weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:70(__init__)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:153(is_complex)
       43    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:123(__init__)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:61(job)
       88    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1968(_set_control_flow_context)
       57    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/posixpath.py:99(split)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/posixpath.py:168(lexists)
       41    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:484(<listcomp>)
       24    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:660(get_shape)
       12    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/control_flow_ops.py:1767(<listcomp>)
       10    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/optimizer.py:362(_valid_dtypes)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:513(isstring)
       54    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:161(__setitem__)
      214    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/state_ops.py:201(_AssignUpdateShape)
       67    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:377(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/glob.py:128(has_magic)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/optimizer.py:237(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
      160    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3634(get_collection)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/adam.py:39(__init__)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:706(_update_with_movers)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:50(_clear)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:986(_ExpandDimsShape)
       57    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:369(value)
        9    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       14    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/control_flow_ops.py:1777(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'mtrand.RandomState' objects}
       56    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:748(all_variables)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:147(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/_weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow.TF_DeleteSessionOptions}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:797(fix_flags)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:761(trainable_variables)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/pywrap_tensorflow.py:306(<lambda>)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1410(_ZerosLikeShape)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow._TF_SetTarget}
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:239(_IsFloat)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:148(is_floating)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:817(__enter__)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:148(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:170(as_default)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:149(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/control_flow_ops.py:869(IsSwitch)
        3    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow.TF_NewStatus}
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:79(task)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:83(task)
       18    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:90(closegroup)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:68(replica)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3222(default_session)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/pywrap_tensorflow.py:58(_swig_setattr)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:457(_fetch_fn)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/session_ops.py:219(_get_handle_mover)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2461(get_collection)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/session_ops.py:199(_get_handle_feeder)
        2    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:489(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow.TF_DeleteBuffer}
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:72(replica)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/optimizer.py:133(__init__)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/_weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/pywrap_tensorflow.py:39(_swig_setattr_nondynamic)
        1    0.000    0.000    0.000    0.000 /Users/taivo/Google Drive/ETH/cil/eth-cil-project/src/model_taivo_test.py:71(initialization_check)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/data_flow_ops.py:602(<listcomp>)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:511(no_outputs)
       12    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_grad.py:212(_IdGrad)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3132(is_feedable)
        3    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow.TF_GetCode}
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:558(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:376(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:508(_feed_fn)
        6    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1936(seed)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/data_flow_ops.py:603(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1915(version)
        3    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow.TF_DeleteStatus}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/posixpath.py:39(_get_sep)
        6    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2365(_last_id)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/optimizer.py:245(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/optimizer.py:283(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow.TF_CloseSession}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/platform/flags.py:38(__getattr__)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:347(_AsTensor)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:57(job)
        6    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:151(graph)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:256(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/client/session.py:257(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
