         15773023 function calls (15684623 primitive calls) in 343.881 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.010    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_grad.py:245(_MaxPoolGrad)
     4656    0.005    0.000    0.010    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:1397(__init__)
        6    0.005    0.001    0.010    0.002 <frozen importlib._bootstrap>:996(_handle_fromlist)
      400    0.007    0.000    0.010    0.000 /Users/taivo/anaconda/lib/python3.5/urllib/parse.py:321(urlsplit)
        9    0.000    0.000    0.010    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:976(_min)
        8    0.000    0.000    0.010    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:680(_max_pool_grad)
    26558    0.010    0.000    0.010    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:202(__getitem__)
      191    0.000    0.000    0.009    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3386(_GetGlobalDefaultGraph)
      703    0.002    0.000    0.009    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:583(convert_n_to_tensor)
        8    0.000    0.000    0.009    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:298(conv2d_backprop_filter)
        1    0.002    0.002    0.009    0.009 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1832(__init__)
        8    0.000    0.000    0.009    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:341(conv2d_backprop_input)
     2890    0.005    0.000    0.009    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:222(is_compatible_with)
       10    0.000    0.000    0.009    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:977(matmul)
     1592    0.003    0.000    0.009    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:261(extend)
        5    0.008    0.002    0.009    0.002 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/lib/format.py:255(header_data_from_array_1_0)
     1322    0.005    0.000    0.009    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:238(RepeatedFieldSize)
        8    0.000    0.000    0.009    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_grad.py:225(_LRNGrad)
     2492    0.002    0.000    0.009    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:774(as_shape)
    43717    0.008    0.000    0.008    0.000 {built-in method _weakref.proxy}
     6491    0.006    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:237(__init__)
       10    0.000    0.000    0.008    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:887(_mat_mul)
      554    0.002    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3661(op_scope)
      321    0.001    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:264(_AssertCompatible)
    25159    0.008    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:1004(SetListener)
     1136    0.001    0.000    0.008    0.000 {built-in method builtins.all}
        8    0.000    0.000    0.008    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:605(_lrn_grad)
      488    0.002    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:299(RepeatedFieldSize)
      980    0.002    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/abc.py:178(__instancecheck__)
     9300    0.007    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:499(as_dtype)
       35    0.001    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:692(_RangeShape)
     1390    0.001    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:675(setter)
2779/2225    0.003    0.000    0.008    0.000 /Users/taivo/anaconda/lib/python3.5/contextlib.py:63(__exit__)
        9    0.000    0.000    0.008    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:914(_max)
     1024    0.002    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1128(<listcomp>)
    26212    0.007    0.000    0.007    0.000 {method 'encode' of 'str' objects}
     2779    0.002    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/contextlib.py:131(helper)
     2697    0.003    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:894(Clear)
       15    0.000    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:441(div)
        6    0.000    0.000    0.007    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/logging_ops.py:90(histogram_summary)
     4931    0.005    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:280(MergeFrom)
     1024    0.004    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1892(_add_op)
        1    0.000    0.000    0.007    0.007 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:187(_AddSaveOps)
        4    0.000    0.000    0.007    0.002 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_grad.py:505(_MatMulGrad)
     3777    0.005    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:350(__init__)
        6    0.000    0.000    0.007    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_logging_ops.py:35(_histogram_summary)
     3407    0.002    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:705(getter)
     2913    0.004    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:379(MakeMessageMapDefault)
     2052    0.002    0.000    0.007    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1133(<genexpr>)
     2936    0.002    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:245(__eq__)
        1    0.000    0.000    0.006    0.006 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:131(save_op)
       10    0.000    0.000    0.006    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:223(pack)
        1    0.000    0.000    0.006    0.006 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/io_ops.py:142(_save)
       10    0.000    0.000    0.006    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_array_ops.py:899(_pack)
        1    0.000    0.000    0.006    0.006 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_io_ops.py:298(_save_slices)
    39603    0.006    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:82(_VarintSize)
      622    0.004    0.000    0.006    0.000 {method 'join' of 'str' objects}
     1274    0.002    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:52(_SatisfiesTypeConstraint)
        1    0.006    0.006    0.006    0.006 {built-in method _pywrap_tensorflow.TF_NewSession}
     1852    0.006    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/type_checkers.py:118(CheckValue)
     1014    0.003    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:203(__init__)
       36    0.000    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:212(_FilterFloat)
       14    0.000    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/control_flow_ops.py:1681(group)
     5440    0.003    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1204(name)
       11    0.000    0.000    0.006    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:546(truediv)
    11289    0.004    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:206(__len__)
    19128    0.006    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:537(_GetFieldByName)
     2184    0.002    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2518(name_scope)
     1024    0.001    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1315(<listcomp>)
       31    0.001    0.000    0.006    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1092(_ReshapeShape)
      981    0.003    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2369(as_default)
       11    0.000    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:1672(sub)
      661    0.003    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:687(EncodeRepeatedField)
      815    0.001    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3159(name_scope)
       10    0.000    0.000    0.005    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:552(l2_loss)
        4    0.000    0.000    0.005    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:246(conv2d)
       14    0.000    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/control_flow_ops.py:1671(_GroupControlDeps)
     2779    0.004    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/contextlib.py:37(__init__)
       10    0.000    0.000    0.005    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_grad.py:134(_ReluGrad)
      203    0.002    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/genericpath.py:27(isfile)
       10    0.000    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:816(_relu_grad)
     1024    0.003    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2867(_control_dependencies_for_inputs)
     1106    0.003    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:260(RepeatedFieldSize)
     1857    0.001    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:433(<listcomp>)
       88    0.000    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/state_ops.py:189(_AssignShape)
        4    0.000    0.000    0.005    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_array_ops.py:509(fill)
      4/2    0.005    0.001    0.005    0.002 /Users/taivo/anaconda/lib/python3.5/abc.py:194(__subclasscheck__)
        2    0.000    0.000    0.005    0.002 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_grad.py:325(_SigmoidGrad)
      703    0.001    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:82(_Flatten)
       33    0.005    0.000    0.005    0.000 {method 'astype' of 'numpy.ndarray' objects}
      685    0.002    0.000    0.005    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:171(_MakeType)
        1    0.000    0.000    0.004    0.004 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/pywrap_tensorflow.py:393(TF_NewSessionOptions)
        8    0.000    0.000    0.004    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_grad.py:84(_BiasAddGrad)
    37201    0.004    0.000    0.004    0.000 {method 'write' of '_io.BytesIO' objects}
        4    0.000    0.000    0.004    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:319(max_pool)
      224    0.004    0.000    0.004    0.000 {built-in method builtins.print}
     6267    0.003    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:148(FieldSize)
      131    0.000    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:607(with_rank)
        8    0.000    0.000    0.004    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:196(bias_add_grad)
     1349    0.002    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:361(_as_node_def_input)
        4    0.000    0.000    0.004    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:652(_max_pool)
        9    0.001    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:857(_SliceShape)
        8    0.000    0.000    0.004    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:31(add)
     1592    0.002    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:275(<listcomp>)
     2587    0.004    0.000    0.004    0.000 {built-in method builtins.sorted}
     3305    0.002    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:348(as_dimension)
       10    0.000    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:1628(sqrt)
      113    0.004    0.000    0.004    0.000 {built-in method _struct.pack}
        1    0.004    0.004    0.004    0.004 {built-in method _pywrap_tensorflow._TF_NewSessionOptions}
   1026/1    0.003    0.000    0.004    0.004 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:1141(IsInitialized)
     1137    0.003    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2607(unique_name)
       14    0.000    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_control_flow_ops.py:141(no_op)
        4    0.000    0.000    0.004    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:108(bias_add)
     5896    0.003    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:589(__iter__)
     5095    0.003    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:113(base_dtype)
     6527    0.003    0.000    0.004    0.000 {built-in method builtins.getattr}
      409    0.001    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:755(<listcomp>)
     2670    0.002    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/util/compat.py:27(as_bytes)
      200    0.003    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/posixpath.py:115(splitext)
    10268    0.004    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:192(__init__)
        1    0.000    0.000    0.004    0.004 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/adam.py:154(_finish)
      262    0.001    0.000    0.004    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1167(colocation_groups)
        4    0.000    0.000    0.004    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:167(_bias_add)
      928    0.002    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:1274(WhichOneof)
        4    0.000    0.000    0.003    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:1094(_prod)
    19689    0.003    0.000    0.003    0.000 {method 'setdefault' of 'dict' objects}
      472    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/text_encoding.py:59(CEscape)
        2    0.000    0.000    0.003    0.002 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:204(_DefaultGradYs)
      671    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:100(merge_with)
     9623    0.003    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:137(as_datatype_enum)
      204    0.003    0.000    0.003    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.003    0.002 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_grad.py:181(_SoftmaxCrossEntropyWithLogitsGrad)
        2    0.000    0.000    0.003    0.002 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_grad.py:166(_BroadcastMul)
       45    0.000    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:182(_MakeShape)
        1    0.000    0.000    0.003    0.003 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:752(reduce_mean)
        4    0.000    0.000    0.003    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:570(lrn)
        2    0.001    0.000    0.003    0.002 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:144(_PendingCount)
     1689    0.003    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:27(__init__)
     6284    0.002    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/text_format.py:87(write)
     1587    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:458(EncodeField)
     1094    0.002    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/registry.py:70(lookup)
      703    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:85(<listcomp>)
     2044    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:505(_TensorTensorConversionFunction)
      800    0.003    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/urllib/parse.py:100(_coerce_args)
     1129    0.003    0.000    0.003    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.003    0.003 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/adam.py:117(_prepare)
        1    0.000    0.000    0.003    0.003 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:516(_code)
     1059    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:302(set_shape)
      196    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:368(add)
    15626    0.003    0.000    0.003    0.000 {method 'pack' of 'Struct' objects}
     1345    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:782(unknown_shape)
     2913    0.003    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:525(__init__)
     2178    0.002    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1351(inputs)
      150    0.000    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:130(GetNumpyAppendFn)
     2241    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1376(type)
      800    0.001    0.000    0.003    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/lib/twodim_base.py:85(flipud)
        2    0.000    0.000    0.002    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:523(r_binary_op_wrapper)
       67    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:1329(_BroadcastShape)
     1964    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3208(get_controller)
     1591    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:99(_as_graph_element)
     1874    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3202(get_default)
      528    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:134(PackedFieldSize)
     1303    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:62(_IsListParameter)
     4024    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:586(__len__)
      150    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:122(GetFromNumpyDTypeDict)
        6    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/random_ops.py:256(_RandomShape)
     1920    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:388(EncodeSignedVarint)
        2    0.000    0.000    0.002    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_array_ops.py:460(expand_dims)
       12    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/training_ops.py:87(_ApplyAdamShape)
       72    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:73(SlowAppendFloat32ArrayToTensorProto)
      601    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:37(_Attr)
     8630    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
    142/1    0.001    0.000    0.002    0.002 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:64(_compile)
        5    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:772(relu)
        4    0.000    0.000    0.002    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:589(floordiv)
     1024    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/copy.py:254(_keep_alive)
     2571    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:235(graph)
     1303    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:429(<listcomp>)
        2    0.000    0.000    0.002    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_grad.py:225(_ReshapeGrad)
       43    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/io_ops.py:210(_RestoreSliceShape)
    10983    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
     7932    0.002    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:96(_SignedVarintSize)
      409    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:247(get)
     1024    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2778(_apply_device_functions)
      406    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2652(colocate_with)
     4074    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/text_encoding.py:79(<genexpr>)
        2    0.001    0.001    0.002    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:101(_MarkReachedOps)
      130    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3176(control_dependencies)
      439    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:579(assert_same_rank)
       96    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:599(_AggregatedGrads)
     1349    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:348(_add_consumer)
      785    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:250(__ne__)
       78    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:79(SlowAppendIntArrayToTensorProto)
        8    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:374(_LRNGradShape)
        2    0.000    0.000    0.002    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:483(assign)
     2101    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:78(_IsListValue)
      718    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3432(_assert_same_graph)
      203    0.000    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3155(colocate_with)
     1174    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/six-1.10.0-py3.5.egg/six.py:580(iteritems)
        1    0.001    0.001    0.002    0.002 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:217(__init__)
        2    0.000    0.000    0.002    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_data_flow_ops.py:79(dynamic_stitch)
        1    0.000    0.000    0.002    0.002 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_state_ops.py:43(assign_add)
